"FarmID","CowID","TX_nr","Sex","Age","haircoat_colour","DateCollected","Season","pregnancy_status","TrypAdmin","Tryp1","Tryp2","Brand","Brand1","Brand2","other_brand","expiry_date","RouteOfAdmin","storage_conditions","Reason_for_treatment","ISM_DoseTypeSachet","ISM_Sachets_Used","ISM_dilution","CompetentAdmin","DZ_Sachets_Used","DZ_dilution","HM_tabs_used","HM_dilution","Girth_length","Body_condition","Abnormalities","Symptoms","presumed_diagnosis","PCV_TX","microscopy_TX","Distance","Herd_size","weight_kg","dose_mg_1","dose_mg_2","dosage_mg_kg_1","dosage_mg_kg_2","dose_description1","dose_description2","dose_description_prophylaxis","dose_description_combined","route_appropriate","adequate_admin","adequate_admin_p","PCR_TX_results","Brucei_TX","Congolense_TX","Vivax_TX","FU1_date","PCR_FU1_results","Brucei_FU1","Congolense_FU1","Vivax_FU1","FU2_date","PCR_FU2_results","Brucei_FU2","Congolense_FU2","Vivax_FU2","FU3_date","PCR_FU3_results","Brucei_FU3","Congolense_FU3","Vivax_FU3","FU4_date","PCR_FU4_results","Brucei_FU4","Congolense_FU4","Vivax_FU4","infected_TX","curative_action","prophylactic_action"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1337","3","F","6","red/brown/tan","07/07/2022","Dry","1","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"154","3.5","no","no symptoms","healthy","32","no","3662","72","270.6467733","1050",NA,"3.879595486",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","16/07/2022","0","0","0","0","04/08/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1682","1","F","2","red/brown/tan","07/07/2022","Dry","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/10/2025","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"148","3.5","no","no symptoms","healthy","36","no","3662","72","240.5361822","100",NA,"0.41573787",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","16/07/2022","0","0","0","0","04/08/2022","0","0","0","0","31/08/2022","0","0","0","0","27/09/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1683","1","F","2.5","red/brown/tan","07/07/2022","Dry","0","isometamidium diminazine","isometamidium","diminazine","ISM-A & DA-E","ISM-A","DA-E",NA,"15/10/2025","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.12","rainwater","yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"148","2.5","yes","rough hair coat","tryps","22","no","3662","72","240.5361822","120","1050","0.498885444","4.365247633","underdose","adequate dose","underdose","therapeutic dose","correct","YES","NO","0","0","0","0","16/07/2022","1","0","0","1","04/08/2022","0","0","0","0","31/08/2022","0","0","0","0","27/09/2022","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1684","1","F","2.5","white","13/10/2021","Short rains","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.17","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"144","3","no","no symptoms","healthy","34","no","3662","72","221.886601","170",NA,"0.766157124",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","1","0","0","1","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","1","0","1","0","04/01/2022","0","0","0","0","1","success","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1685","1","F","2.5","black","07/07/2022","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/10/2025","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"140","3","no","no symptoms","healthy","30","no","3662","72","204.3264566","100",NA,"0.489412882",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","16/07/2022","0","0","0","0","04/08/2022","0","0","0","0","31/08/2022","0","0","0","0","27/09/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1687","1","F","1.5","red/brown/tan","13/10/2021","Short rains","1","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2022","intramuscularly","storage is suitable","prophylactic administration (animal not sick)",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"124","3","no","no symptoms","healthy","42","no","3662","72","144.1528979","1050",NA,"7.283932652",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1688","1","F","3","patches of white and brown/black/tan/red","13/10/2021","Short rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"158","3","no","no symptoms","healthy","32","no","3662","72","292.2082027","125",NA,"0.427777177",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1688","2","F","3","patches of white and brown/black/tan/red","14/03/2022","Long rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"172","4","no","no symptoms","healthy","38","no","3662","72","377.752263","1050",NA,"2.779599496",NA,"underdose",NA,NA,"non-therapeutic dose","correct","NO",NA,"0","0","0","0","22/03/2022","1","0","0","1","12/04/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1688","3","F","3","patches of white and brown/black/tan/red","12/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2022","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"172","3.5","no","no symptoms","healthy","39","no","3662","72","377.752263","1050",NA,"2.779599496",NA,"underdose",NA,NA,"non-therapeutic dose","correct","NO",NA,"0","0","0","0","21/04/2022","1","1","0","0","11/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1688","4","F","3","patches of white and brown/black/tan/red","07/07/2022","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/10/2025","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"174","4","no","no symptoms","healthy","40","no","3662","72","391.3294565","100",NA,"0.255539158",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","16/07/2022","0","0","0","0","04/08/2022","1","1","0","0","31/08/2022","0","0","0","0","27/09/2022","0","0","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1691","1","F","5","black","13/10/2021","Short rains","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"140","2","no","no symptoms","healthy","28","no","3662","72","204.3264566","100",NA,"0.489412882",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1692","1","F","6","red/brown/tan","13/10/2021","Short rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.17","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"138","3","no","no symptoms","healthy","31","no","3662","72","195.941793","170",NA,"0.867604595",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","1","1","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1693","1","F","4","red/brown/tan","13/10/2021","Short rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"138","2.5","no","no symptoms","healthy","31","no","3662","72","195.941793","125",NA,"0.637944555",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1693","2","F","4","red/brown/tan","07/07/2022","Dry","1","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"142","3","no","no symptoms","healthy","32","no","3662","72","212.9729868","1050",NA,"4.930202726",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","16/07/2022","0","0","0","0","04/08/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1695","1","F","7","red/brown/tan","13/10/2021","Short rains","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.14","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"150","3","no","no symptoms","healthy","29","no","3662","72","250.2828149","140",NA,"0.559367211",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1696","1","F","6","red/brown/tan","13/10/2021","Short rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.17","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"130","2.5","no","no symptoms","healthy","32","no","3662","72","164.9190785","170",NA,"1.030808573",NA,"overdose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1696","2","F","6","red/brown/tan","07/07/2022","Dry","1","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"140","2.5","yes","rough hair coat","tryps","30","no","3662","72","204.3264566","1050",NA,"5.138835261",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","16/07/2022","0","0","0","0","04/08/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1697","1","F","6","grey","13/10/2021","Short rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"134","2.5","no","no symptoms","healthy","30","no","3662","72","179.9374273","100",NA,"0.555748748",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1697","2","F","6","grey","07/07/2022","Dry","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/10/2025","intravenously","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"132","2","yes","rough hair coat","tryps","12","no","3662","72","172.3075224","100",NA,"0.580357715",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","incorrect","NO","NO","1","0","1","0","16/07/2022","0","0","0","0","04/08/2022","0","0","0","0","31/08/2022","1","1","0","0",NA,NA,NA,NA,NA,"1","success","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1698","1","F","5","red/brown/tan","13/10/2021","Short rains","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.17","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"136","3","no","no symptoms","healthy","29","no","3662","72","187.8138248","170",NA,"0.905151685",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1699","1","F","130","red/brown/tan","13/10/2021","Short rains","1","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/10/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"144","3","no","no symptoms","healthy","30","no","3662","72","221.886601","1050",NA,"4.73214694",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1700","1","F","7","white","13/10/2021","Short rains","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.14","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"140","3.5","no","no symptoms","healthy","25","no","3662","72","204.3264566","140",NA,"0.685178035",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","1","0","0","1","21/10/2021","0","0","0","0","10/11/2021","0","0","0","0","08/12/2021","0","0","0","0","04/01/2022","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1700","2","F","7","white","14/03/2022","Long rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"152","3","no","no symptoms","healthy","30","no","3662","72","260.3178627","1050",NA,"4.033530351",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","22/03/2022","0","0","0","0","12/04/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1527","1","F","6","patches of white and brown/black/tan/red","05/04/2022","Long rains","1","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/01/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","oxytetracycline (OTC)",NA,NA,"136","3","yes","rough hair coat","tryps","24","no","7910","60","187.8138248","1050",NA,"5.590642762",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","13/04/2022","0","0","0","0","02/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1539","1","F","1.5","red/brown/tan","05/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/01/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","oxytetracycline (OTC)",NA,NA,"122","3","no","no symptoms","healthy","29","no","7910","60","137.6809176","1050",NA,"7.626329184",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","13/04/2022","0","0","0","0","02/05/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1540","1","M","1.5","red/brown/tan","05/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/01/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","oxytetracycline (OTC)",NA,NA,"122","2","yes","rough hair coat","tryps","30","no","7910","60","137.6809176","1050",NA,"7.626329184",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","13/04/2022","0","0","0","0","02/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1547","1","M","3","red/brown/tan","10/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2025","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","oxytetracycline (OTC)",NA,NA,"124","2","yes","rough hair coat","tryps","30","no","7910","60","144.1528979","1050",NA,"7.283932652",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","16/12/2021","0","0","0","0","03/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1548","1","M","3","black","05/04/2022","Long rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2022","intramuscularly","storage is suitable","treatment of a clinically sick animal","8 dose satchet","0.125","oxytetracycline (OTC)","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"132","2.5","yes","rough hair coat skin lesions","tryps","21","no","7910","60","172.3075224","125",NA,"0.725447144",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","13/04/2022","0","0","0","0","02/05/2022","0","0","0","0","31/05/2022","1","1","0","0","28/06/2022","0","0","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1551","1","M","1","grey","14/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2022","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"106","2","yes","rough hair coat","tryps","25","no","7910","60","93.32426272","1050",NA,"11.25109344",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","21/12/2021","1","0","1","0","03/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1552","1","F","5","red/brown/tan","05/04/2022","Long rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2022","intramuscularly","storage is suitable","treatment of a clinically sick animal","8 dose satchet","0.125","oxytetracycline (OTC)","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"156","3","yes","rough hair coat skin lesions","tryps","32","no","7910","60","281.2750403","125",NA,"0.444404878",NA,"adequate dose",NA,"underdose","therapeutic dose","correct","YES","NO","0","0","0","0","13/04/2022","0","0","0","0","02/05/2022","0","0","0","0","31/05/2022","0","0","0","0","28/06/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1554","1","M","4.5","red/brown/tan","05/04/2022","Long rains","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2022","intramuscularly","storage is suitable","treatment of a clinically sick animal","8 dose satchet","0.125","oxytetracycline (OTC)","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"128","4","yes","rough hair coat skin lesions","tryps","32","no","7910","60","157.7671107","125",NA,"0.792307088",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","1","0","1","0","13/04/2022","0","0","0","0","02/05/2022","0","0","0","0","31/05/2022","0","0","0","0","28/06/2022","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1555","1","F","0.5","red/brown/tan","17/08/2021","Dry","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/01/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","oxytetracycline (OTC)",NA,NA,"92","1.5","yes","diarrhea rough hair coat pale mucous membare","tryps","22","no","7910","60","64.06855093","1050",NA,"16.38869593",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","24/08/2021","0","0","0","0","14/09/2021","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1556","1","F","2.5","patches of white and brown/black/tan/red","05/04/2022","Long rains","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2022","intramuscularly","storage is suitable","treatment of a clinically sick animal","8 dose satchet","0.125","oxytetracycline (OTC)","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"148","3","no","no symptoms","healthy","32","no","7910","60","240.5361822","125",NA,"0.519672337",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","13/04/2022","0","0","0","0","02/05/2022","0","0","0","0","31/05/2022","0","0","0","0","28/06/2022","1","1","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1710","1","F","4","red/brown/tan","04/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"142","2.5","no","no symptoms","healthy","31","no","2267","110","212.9729868","1050",NA,"4.930202726",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","0","0","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1711","1","F","6","red/brown/tan","04/04/2022","Long rains","0","diminazine","diminazine",NA,"DA-C","DA-C",NA,NA,"15/07/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"154","3.5","no","no symptoms","healthy","35","no","2267","110","270.6467733","1050",NA,"3.879595486",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","11/04/2022","0","0","0","0","04/05/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
